questionID,sentence,ChatGPT4_label,label,correct
588,"My insecurities and trust issues lead to physical abuse, which lead to us separating again.",,,
588,"During that separation, he consoled himself by talking to the same girl he cheated on me with.",,,
588,But we then ended up back together and worked it out for a while until I got pregnant with our second child.,,,
588,"The baby was a few months old, and he confessed to me about his secret relationship with her.",,,
588,"He told me how he could never stop talking to her and how, during our issues, she has been and is the only women he's gone behind my back with (but on a friendship level because she's miles away).",,,
588,He confessed how he fought feelings for her and feels like he's possibly in love with her too.,,,
588,"He said he feels like he's in love with the both of us now because this women has fallen for him, and she hasn't been able to leave him alone since.",,,
588,"Even though she knows that he's still with me and happy with our family, she can¡¯t help it, and he confessed how his feeling for her are mutual.",,,
588,"Being that he loves me too, he wanted to be with the both of us at the same time.",,,
588,"He wanted to have affairs with her behind my back by flying her out and staying at a hotels, but he didn't want me to find out, so he told me everything.",,,
588,He said he didn't want to continue to lie to me and so I can finally stop accusing him of being with other women when it's only been this one girl the whole time.,,,
588,"He feels like my insecurities and trust issues are what pushed him closer towards her, and that no matter what he did to do right, I would still accuse him.",,,
588,He's caught up in his feelings and pretty much says that he wants her but doesn't want me to leave him because I'm the one he wants to be with for the rest of his life.,,,
588,I'm of course hurt and in shock.,,,
588,I feel like I have to make a decision on whether I want to allow it and deal with having to share him or walk away.,,,
588,"Both of these decisions are really hard to make because I feel like whether I stay or go, my heart will still be torn apart.",,,
588,I have to make a decision quick because she will be flying out sooner than I thought.,,,
589,I just got married with my husband.,,,
589,"I have four kids of my own, and he accepts me with my kids.",,,
589,I am thankful he loves my kids even though they¡¯re not his.,,,
589,Now we are having problems in our relationship because of my past.,,,
589,"I know all marriages have problems, but sometimes I feel it¡¯s not going to work out if there¡¯s no trust.",,,
589,"It¡¯s hard for me to let go because I love him, but I am getting tired.",,,
590,My boyfriend and I have not had sex in a couple of weeks.,,,
590,He had to have a cyst removed on his testicles.,,,
590,"I have been wanting to have sex with him for a while now, and it drives me crazy not to be able to make love to him.",,,
590,I'm scared to touch him and get close to him because I'm afraid that I will hurt him.,,,
591,My husband always works.,,,
591,"He does work from home, but his hours are from morning until night, and he neglects his family.",,,
591,"If I have anything I want to do, I have to find a babysitter, but he does what he wants.",,,
591,"He rarely comes to bed when I do, and we never have date nights.",,,
592,How do I stop those thoughts?,,,
594,I'm a 40 year old male and having erection problems.,,,
594,Still have the desire for a woman.,,,
594,Awfully frustrated.,,,
594,Any suggestions?,,,
594,My Doc doesn't want to discuss it.,,,
595,"My wife and I are newly married, about 2 months.",,,
595,"We've had some issues surrounding sex, particularly her lack of libido.",,,
595,"She's on an anxiety medication, of which diminished libido is a side effect, but I think our issue is also partly one of a lack of intimacy/romance centered around my hectic schedule.",,,
595,Our sex life has suffered as a result.,,,
595,"Tonight she made a genuine effort to let me know she wanted sex, which is a big deal.",,,
595,"Once things started, she had the most obviously fake orgasm I've ever encountered.",,,
595,"I was honest with her about why, and told her that the most important thing to me in sex was knowing that she was legitimately enjoying it.",,,
595,She responded angrily with a complete denial of the faking.,,,
595,I don't know how to broach this subject and have an honest conversation.,,,
595,I think she will continue to lie to me about faking it which will cause our sex life to spiral further.,,,
595,Please help.,,,
596,We make love once per month.,,,
596,Is it normal?,,,
597,When having sex I think of other men and want other men all day long.,,,
597,"Been married 3 years, together 14.",,,
597,What do you think?,,,
598,I have this weird fetish that I'm afraid to open up about it.,,,
598,What should I do?,,,
599,My boyfriend can't get over my promiscuous past.,,,
599,He says he loves me but says the thought of my past is disgusting and a sexual distraction.,,,
599,He says he should have had more sex with different people.,,,
599,I don't know how to handle this.,,,
600,I have no sex drive due to medical issues.,,,
600,I¡¯ve shut down completely and closed everyone out.,,,
600,I¡¯ve even told my husband that I wanted a divorce since that¡¯s what I thought he wanted to hear.,,,
600,"However, it devastated me when I learned he's seeing someone else.",,,
600,I¡¯ve since told him that I wanted to work things out but he¡¯s not sure I actually mean it.,,,
600,He thinks the only reason I want him back is because I¡¯m jealous.,,,
600,How do I show him I¡¯m serious?,,,
601,I just lost my grandpa and i'm having a rough time with it.,,,
601,"I need some help to deal with the loss, but I don¡¯t think I can pay for counseling.",,,
601,Where Can I get help?,,,
602,It's now the 18th anniversary of my son's passing.,,,
602,The pain has not gotten any easier to deal with.,,,
602,Each year from the time he is born to the time he passed.,,,
602,I break down into a spinning depression.,,,
602,Nothing I have tried or read helps in anyway.,,,
605,My grandma and brother both passed away 11 years ago and sometimes at night I just can't stop crying while thinking about the good memories we had but won't have ever again.,,,
605,I can't sleep at night when the memories and tears come I'll be fine all day then at night...boom!,,,
605,it's like waterfalls from my eyes.,,,
605,Why can't I stop crying?,,,
606,"Last year, I just always felt hopeless.",,,
606,I don't have a great relationship with my sister.,,,
606,"I lost my mother recently, and that really added to my sadness.",,,
606,My sister always brings up how I was never close to my mother.,,,
607,The past always feels much brighter and more beautiful than my present.,,,
607,Everything about what's gone feels so amazing; almost like I'm high off nostalgia.,,,
607,But in the end it just makes me feel sadder knowing that all of the memories (and a close friend that left me) are gone forever.,,,
